EdgeID,Mid_X,Mid_Y,Rain
1,-5.52857703625539,50.1249163629073,36.7218406260014
2,-5.52814060419089,50.1251335180213,36.4481267293294
3,-5.52019155537202,50.1267483786584,36.4481267293294
4,-5.5226156706967,50.1265481843075,36.4481267293294
5,-5.52661080499872,50.1257254255628,36.4481267293294
6,-5.5053158497978,50.1281978068702,36.4481267293294
7,-5.50491283838537,50.1283344148818,36.4481267293294
8,-5.50311819528342,50.128313317888,36.4481267293294
9,-5.4457321008349,50.1695577085736,36.4481267293294
10,-5.47023368778454,50.1436214678252,36.4481267293294
11,-5.06922354708697,50.2626865747783,39.3894418478012
12,-5.08153166062067,50.2568426608304,39.3894418478012
13,-5.16138687322087,50.264910970151,38.8156341413657
14,-5.12292325296446,50.2580059312941,39.3894418478012
15,-5.83086659832671,57.0051353861988,62.1741347670555
16,-5.83049018459125,57.0055858018023,62.1741347670555
17,-5.83044472254345,57.0051933190494,62.1741347670555
18,-5.11998531017016,50.1813439901605,39.3894418478012
19,-5.05678512664635,50.1502362537813,39.3894418478012
20,-5.05573547037179,50.1508022686073,39.3894418478012
21,-5.06457311540088,50.2643970767538,39.3894418478012
22,-5.06522758595903,50.2638664656205,39.3894418478012
23,-5.06210335217955,50.2642160980162,39.3894418478012
24,-4.7825555580259,50.396958598777,42.7721109509468
25,-4.94260998425933,50.3987626997737,39.2096655130386
26,-5.05655839908807,50.4074703054711,39.2096655130386
27,-4.99248402552499,50.3976306527528,39.2096655130386
28,-4.91871426930501,50.4041422559788,39.2096655130386
29,-4.96353136852275,50.399671755956,39.2096655130386
30,-5.0205541801163,50.4026566309677,39.2096655130386
31,-5.01004670109165,50.3995772036039,39.2096655130386
32,-5.00160965915156,50.3984316561184,39.2096655130386
33,-4.84293480129738,50.4171773016854,42.7721109509468
34,-4.7918818485153,50.4002653588695,42.7721109509468
35,-4.78942235393826,50.3993692627724,42.7721109509468
36,-4.80915849447597,50.4116606724917,42.7721109509468
37,-5.47730946587175,56.4101434778599,49.8135874946912
38,-5.47655637184415,56.4112462312194,49.8135874946912
39,-5.47494884766573,56.4120581998482,49.8135874946912
40,-5.47440912741639,56.4122916884679,49.8135874946912
41,-5.71455679214245,57.2821297679184,54.1430487732093
42,-5.71398670066414,57.2814293041078,54.1430487732093
43,-4.89639781658414,50.3678877607935,39.3894418478012
44,-4.89633215613489,50.3679087531094,39.3894418478012
45,-4.89649966237602,50.369527437373,39.3894418478012
46,-4.89562900363089,50.3665446550053,39.3894418478012
47,-4.89078778535568,50.376818398259,39.2096655130386
48,-4.83945405955806,50.3369004802053,38.4003055592378
49,-4.84579321053642,50.340864003467,38.4003055592378
50,-4.87616363097234,50.362645375232,39.3894418478012
51,-4.85990139136772,50.3457978038527,38.4003055592378
52,-4.83456908014132,50.3376906530779,38.4003055592378
53,-4.83142617455516,50.3384587163808,38.4003055592378
54,-4.83064935361124,50.3385537764473,38.4003055592378
55,-4.82883287401193,50.3392935927512,38.4003055592378
56,-4.82815943568933,50.3392632529794,38.4003055592378
57,-4.71371563421205,51.6652526559773,37.2668485124906
58,-4.91191000932402,51.6787841463455,36.7779813071092
59,-4.91923583996289,51.6854559479469,36.7779813071092
60,-4.92720770366996,51.6914335233189,36.7779813071092
61,-4.75860316922785,51.6583194488737,37.2668485124906
62,-4.79633843412316,51.6608201462551,37.2668485124906
63,-4.89065870416233,51.6698347082723,36.7779813071092
64,-4.83251869084087,51.6650968779191,37.2668485124906
65,-4.93840203475022,51.6939451263225,36.7779813071092
66,-4.95937972777979,51.802618476161,36.7779813071092
67,-4.95529731962954,51.8048374505189,36.7779813071092
68,-5.37828754681263,56.4531146669486,49.8135874946912
69,-5.44894408657404,56.872359464484,56.5087724129359
70,-5.45021032311572,56.8727376271801,56.5087724129359
71,-5.44789294368023,56.8721804383359,56.5087724129359
72,-5.44791855565815,56.8721992588901,56.5087724129359
73,-4.78728134889301,50.397022752351,42.7721109509468
74,-4.78149113991133,50.396472296759,42.7721109509468
75,-4.78101769957213,50.3957054904618,42.7721109509468
76,-4.7823214099354,50.3965484620803,42.7721109509468
77,-4.77965999179405,50.3959721854923,42.7721109509468
78,-4.77916826797504,50.3957557387741,42.7721109509468
79,-4.71169950475933,50.3565685858329,38.4003055592378
80,-4.71103667227352,50.3550304635908,38.4003055592378
81,-4.7110015287873,50.3550320248754,38.4003055592378
82,-4.71092015737276,50.3548148953438,38.4003055592378
83,-4.71031336802464,50.3539581112151,38.4003055592378
84,-4.71032175711553,50.354297548669,38.4003055592378
85,-4.7097834592141,50.3530162688353,38.4003055592378
86,-4.70973586344548,50.3532104081965,38.4003055592378
87,-4.70897320622476,50.3521006316142,38.4003055592378
88,-4.70879716662666,50.3516330514743,38.4003055592378
89,-4.7053094927146,50.3546869069852,38.4003055592378
90,-4.70465762833685,50.3561551456881,38.4003055592378
91,-4.70430015422825,50.35709855672,38.4003055592378
92,-4.70438378824127,50.3569040359567,38.4003055592378
93,-4.66747336476769,50.4058024622992,42.7721109509468
94,-4.66554118081728,50.4073748768286,42.7721109509468
95,-4.63752810640827,50.3462342272332,38.4003055592378
96,-4.63783882084386,50.348216548174,38.4003055592378
97,-4.63765070555754,50.3464831895517,38.4003055592378
98,-4.63744571770082,50.3518575468971,38.4003055592378
99,-4.63732331550479,50.3514318564236,38.4003055592378
100,-4.63742531906387,50.3499715256427,38.4003055592378
101,-4.6649857982195,50.4455196766483,42.7721109509468
102,-4.6643114682949,50.4457485140343,42.7721109509468
103,-4.66549810944479,50.4455296411784,42.7721109509468
104,-4.66379070733839,50.4458517532956,42.7721109509468
105,-4.62128172911391,50.4545434368453,44.6460115075111
106,-4.66250205282398,50.4461763927285,42.7721109509468
107,-4.8822462497148,51.8517344793045,36.7779813071092
108,-4.88548877518379,51.8525964739314,36.7779813071092
109,-5.02585891060432,54.9100384957297,42.2227736790975
110,-5.02380208052875,54.9088007715538,42.2227736790975
111,-5.02512983418617,54.9096312367457,42.2227736790975
112,-5.02280153250765,54.9080961798238,42.2227736790975
113,-5.01410730147674,54.9012858770607,42.2227736790975
114,-5.01372087712504,54.9011825850187,42.2227736790975
115,-5.01462845036935,54.9010677495084,42.2227736790975
116,-5.01248976842298,54.9011393598056,42.2227736790975
117,-5.10490478692349,56.820747259543,62.3484649101893
118,-5.10278016044006,56.8211573500162,62.3484649101893
119,-5.10134779870819,56.8215908393242,62.3484649101893
120,-5.09455404544966,56.8230009129364,62.3484649101893
121,-5.09974406130516,56.8219738535956,62.3484649101893
122,-5.09183875022176,56.823957139062,62.3484649101893
123,-5.09165044401136,56.8239836523921,62.3484649101893
124,-5.09115011877513,56.8242281086104,62.3484649101893
125,-5.0908784263309,56.824289507295,62.3484649101893
126,-5.0893070291037,56.8251757126844,62.3484649101893
127,-5.08917967088256,56.8254719798808,62.3484649101893
128,-5.08866242630704,56.8265152880158,62.3484649101893
129,-5.08829203526569,56.8275999561661,62.3484649101893
130,-5.08446450273922,56.8298979492663,62.3484649101893
131,-4.35144605112275,50.4079007220997,47.7115300575892
132,-4.4364541020247,50.4349984007173,44.6460115075111
133,-4.40755332758151,50.4257053474211,44.6460115075111
134,-4.39716632142913,50.4233873710621,44.6460115075111
135,-4.51299242847357,50.452955869318,44.6460115075111
136,-4.55946378069949,50.4527948332387,44.6460115075111
137,-4.47198348136177,50.4478045964614,44.6460115075111
